NB_LATITUDE,NB_LONGITUDE,Date,V00,V01,V02,V03,V04,V05,V06,V07
-37.86703,145.09159,1/10/2006,86,83,52,58,59,44,31,37
-37.86703,145.09159,2/10/2006,32,28,17,11,7,11,6,15
-37.86703,145.09159,3/10/2006,26,32,21,14,10,12,13,10
-37.86703,145.09159,4/10/2006,32,22,28,13,16,8,14,10
-37.86703,145.09159,5/10/2006,40,39,21,11,16,9,15,15
-37.86703,145.09159,6/10/2006,36,30,27,13,19,16,21,18
-37.86703,145.09159,7/10/2006,62,66,57,45,45,27,36,29
-37.86703,145.09159,8/10/2006,116,86,81,65,65,51,38,36
-37.86703,145.09159,9/10/2006,23,28,15,20,11,14,13,13
-37.86703,145.09159,10/10/2006,27,27,16,20,13,13,11,10
-37.86703,145.09159,11/10/2006,38,35,15,20,14,14,6,6
-37.86703,145.09159,12/10/2006,28,26,19,15,11,13,14,13
-37.86703,145.09159,13/10/2006,34,37,24,33,14,13,22,14
-37.86703,145.09159,14/10/2006,61,58,54,62,34,32,32,28
-37.86703,145.09159,15/10/2006,97,86,72,74,59,44,32,32
-37.86703,145.09159,16/10/2006,18,18,27,12,14,14,8,8
-37.86703,145.09159,17/10/2006,20,20,21,16,3,9,9,11
-37.86703,145.09159,18/10/2006,39,28,20,17,16,15,17,10
-37.86703,145.09159,19/10/2006,29,31,24,20,13,12,6,12
-37.86703,145.09159,20/10/2006,50,39,16,19,23,13,20,16
-37.86703,145.09159,21/10/2006,64,59,43,43,32,33,29,31
-37.86703,145.09159,22/10/2006,107,100,71,70,60,61,34,29
-37.86703,145.09159,23/10/2006,33,28,17,12,15,9,9,11
-37.86703,145.09159,24/10/2006,25,27,25,11,11,12,11,11
-37.86703,145.09159,25/10/2006,32,33,25,18,11,9,16,11
-37.86703,145.09159,26/10/2006,40,36,22,21,19,12,15,15
-37.86703,145.09159,27/10/2006,30,31,16,16,20,13,22,16
-37.86703,145.09159,28/10/2006,67,57,44,47,34,29,27,16
-37.86703,145.09159,29/10/2006,94,103,102,82,47,53,36,0
-37.86703,145.09159,30/10/2006,44,37,24,20,19,15,12,16
-37.86703,145.09159,31/10/2006,35,27,26,19,10,13,10,11
-37.86735,145.09195,1/10/2006,37,30,26,29,14,20,14,10
-37.86735,145.09195,2/10/2006,10,10,3,5,7,4,2,3
-37.86735,145.09195,3/10/2006,8,5,11,6,5,1,3,6
-37.86735,145.09195,4/10/2006,6,12,12,7,4,2,3,6
-37.86735,145.09195,5/10/2006,10,13,14,9,6,7,4,5
-37.86735,145.09195,6/10/2006,9,13,6,1,5,4,2,5
-37.86735,145.09195,7/10/2006,27,13,18,16,14,19,12,7
-37.86735,145.09195,8/10/2006,40,36,22,16,25,28,20,14
-37.86735,145.09195,9/10/2006,9,4,6,6,8,6,4,2
-37.86735,145.09195,10/10/2006,8,5,9,5,7,5,1,4
-37.86735,145.09195,11/10/2006,13,8,12,4,11,1,6,3
-37.86735,145.09195,12/10/2006,8,5,6,6,5,9,5,6
-37.86735,145.09195,13/10/2006,15,12,9,10,7,6,6,5
-37.86735,145.09195,14/10/2006,32,30,20,19,16,25,10,9
-37.86735,145.09195,15/10/2006,29,29,29,28,18,19,21,10
-37.86735,145.09195,16/10/2006,11,2,8,5,8,6,4,4
-37.86735,145.09195,17/10/2006,11,11,5,7,9,4,1,6
-37.86735,145.09195,18/10/2006,22,11,6,5,6,4,6,5
-37.86735,145.09195,19/10/2006,12,7,11,5,10,5,5,5
-37.86735,145.09195,20/10/2006,12,10,16,15,10,3,4,6
-37.86735,145.09195,21/10/2006,24,16,23,24,13,8,12,7
-37.86735,145.09195,22/10/2006,40,34,34,16,24,26,13,13
-37.86735,145.09195,23/10/2006,13,4,7,7,11,4,4,6
-37.86735,145.09195,24/10/2006,8,3,8,10,7,1,6,6
-37.86735,145.09195,25/10/2006,12,8,6,8,3,3,6,2
-37.86735,145.09195,26/10/2006,10,9,12,2,9,3,5,5
-37.86735,145.09195,27/10/2006,17,5,10,8,5,5,2,7
-37.86735,145.09195,28/10/2006,25,18,26,21,13,6,11,8
-37.86735,145.09195,29/10/2006,37,32,28,14,16,7,17,0
-37.86735,145.09195,30/10/2006,11,7,8,2,8,7,2,4
-37.86735,145.09195,31/10/2006,11,5,8,7,3,3,3,5
-37.8676,145.09146,1/10/2006,92,93,90,55,64,50,47,36
-37.8676,145.09146,2/10/2006,31,19,20,20,12,8,12,7
-37.8676,145.09146,3/10/2006,20,29,16,9,8,13,8,12
-37.8676,145.09146,4/10/2006,32,30,26,13,22,17,13,8
-37.8676,145.09146,5/10/2006,42,37,19,18,12,20,23,16
-37.8676,145.09146,6/10/2006,31,34,34,20,18,14,18,11
-37.8676,145.09146,7/10/2006,87,62,60,46,42,44,43,36
-37.8676,145.09146,8/10/2006,108,119,89,73,71,57,64,54
-37.8676,145.09146,9/10/2006,32,24,19,16,9,9,12,9
-37.8676,145.09146,10/10/2006,29,34,12,13,11,13,21,7
-37.8676,145.09146,11/10/2006,24,27,20,19,9,19,16,11
-37.8676,145.09146,12/10/2006,40,24,20,23,17,19,15,15
-37.8676,145.09146,13/10/2006,46,42,35,27,24,23,17,10
-37.8676,145.09146,14/10/2006,78,78,64,51,47,48,25,52
-37.8676,145.09146,15/10/2006,115,111,84,85,71,56,62,51
-37.8676,145.09146,16/10/2006,21,29,18,16,14,14,10,9
-37.8676,145.09146,17/10/2006,27,29,26,25,13,10,7,12
-37.8676,145.09146,18/10/2006,40,20,26,24,26,11,8,17
-37.8676,145.09146,19/10/2006,50,35,27,19,19,19,13,15
-37.8676,145.09146,20/10/2006,40,43,40,34,25,18,17,13
-37.8676,145.09146,21/10/2006,87,70,51,50,36,46,39,34
-37.8676,145.09146,22/10/2006,111,107,84,75,60,67,47,35
-37.8676,145.09146,23/10/2006,42,21,13,14,14,12,18,4
-37.8676,145.09146,24/10/2006,35,24,13,23,8,15,12,7
-37.8676,145.09146,25/10/2006,30,31,33,23,12,21,12,11
-37.8676,145.09146,26/10/2006,39,32,33,18,23,17,9,12
-37.8676,145.09146,27/10/2006,52,34,26,23,19,13,17,14
-37.8676,145.09146,28/10/2006,84,88,53,56,50,37,31,37
-37.8676,145.09146,29/10/2006,141,120,96,79,61,59,45,0
-37.8676,145.09146,30/10/2006,41,37,22,25,31,12,12,13
-37.8676,145.09146,31/10/2006,34,40,21,19,12,13,15,7
-37.86723,145.09103,1/10/2006,47,42,31,34,40,28,27,18
-37.86723,145.09103,2/10/2006,15,7,7,7,11,6,4,3
-37.86723,145.09103,3/10/2006,10,8,10,8,10,9,5,5
-37.86723,145.09103,5/10/2006,20,21,13,5,9,7,4,6
-37.86723,145.09103,6/10/2006,16,25,13,15,6,9,14,8
-37.86723,145.09103,7/10/2006,42,47,31,39,28,27,29,16
-37.86723,145.09103,8/10/2006,67,53,44,36,34,33,30,22
-37.86723,145.09103,9/10/2006,23,13,11,8,2,6,5,8
-37.86723,145.09103,10/10/2006,16,12,5,8,15,6,3,3
-37.86723,145.09103,11/10/2006,22,15,15,15,4,6,7,4
-37.86723,145.09103,12/10/2006,18,9,11,8,11,15,8,5
-37.86723,145.09103,13/10/2006,16,22,19,15,12,10,11,7
-37.86723,145.09103,14/10/2006,49,46,36,30,24,25,20,19
-37.86723,145.09103,15/10/2006,66,47,55,30,30,26,29,22
-37.86723,145.09103,16/10/2006,18,15,11,6,9,8,7,7
-37.86723,145.09103,17/10/2006,11,4,7,9,7,7,6,9
-37.86723,145.09103,18/10/2006,22,16,16,14,8,4,4,4
-37.86723,145.09103,19/10/2006,20,21,15,12,6,6,11,2
-37.86723,145.09103,20/10/2006,29,17,20,12,12,14,13,7
-37.86723,145.09103,21/10/2006,51,19,29,21,35,19,18,19
-37.86723,145.09103,22/10/2006,60,46,36,36,32,34,27,21
-37.86723,145.09103,23/10/2006,18,17,11,4,8,12,12,4
-37.86723,145.09103,24/10/2006,27,10,6,15,11,4,5,7
-37.86723,145.09103,25/10/2006,22,18,19,6,5,7,9,5
-37.86723,145.09103,26/10/2006,22,20,17,10,6,9,9,8
-37.86723,145.09103,27/10/2006,21,19,18,20,6,8,15,10
-37.86723,145.09103,28/10/2006,51,52,34,34,21,21,22,13
-37.86723,145.09103,29/10/2006,52,44,47,38,26,20,16,0
-37.86723,145.09103,30/10/2006,15,11,7,9,11,12,10,3
-37.86723,145.09103,31/10/2006,15,10,8,13,9,9,6,2
-37.8516827,145.0943457,1/10/2006,46,41,42,36,26,26,19,24
-37.8516827,145.0943457,2/10/2006,14,14,6,5,5,8,6,5
-37.8516827,145.0943457,3/10/2006,11,13,11,8,10,4,1,5
-37.8516827,145.0943457,4/10/2006,16,11,10,7,7,6,4,4
-37.8516827,145.0943457,5/10/2006,26,14,7,6,7,6,10,11
-37.8516827,145.0943457,6/10/2006,19,16,10,11,17,8,6,9
-37.8516827,145.0943457,7/10/2006,43,39,31,33,19,18,17,17
-37.8516827,145.0943457,8/10/2006,79,52,56,39,39,27,40,17
-37.8516827,145.0943457,9/10/2006,15,16,9,13,7,7,7,4
-37.8516827,145.0943457,10/10/2006,15,12,11,5,5,6,4,4
-37.8516827,145.0943457,11/10/2006,24,19,14,8,11,11,5,2
-37.8516827,145.0943457,12/10/2006,14,12,14,12,10,12,8,5
-37.8516827,145.0943457,15/10/2006,77,61,51,42,44,21,18,18
-37.8516827,145.0943457,16/10/2006,6,14,13,7,8,10,2,4
-37.8516827,145.0943457,17/10/2006,11,9,12,6,5,5,2,4
-37.8516827,145.0943457,18/10/2006,23,12,13,9,5,6,12,2
-37.8516827,145.0943457,20/10/2006,25,20,7,10,11,10,5,6
-37.8516827,145.0943457,21/10/2006,49,36,25,18,19,21,19,17
-37.8516827,145.0943457,22/10/2006,78,60,54,37,37,39,26,17
-37.8516827,145.0943457,23/10/2006,19,12,17,6,8,4,4,5
-37.8516827,145.0943457,24/10/2006,19,9,9,4,8,4,5,8
-37.8516827,145.0943457,25/10/2006,23,15,10,14,7,4,3,3
-37.8516827,145.0943457,26/10/2006,21,20,15,13,8,6,5,8
-37.8516827,145.0943457,27/10/2006,22,14,8,12,16,5,9,7
-37.8516827,145.0943457,28/10/2006,32,35,26,28,25,22,18,10
-37.8516827,145.0943457,29/10/2006,66,62,66,46,31,30,17,0
-37.8516827,145.0943457,30/10/2006,26,20,12,9,8,5,5,6
-37.8516827,145.0943457,31/10/2006,17,10,8,6,2,7,9,11
-37.85193,145.09463,1/10/2006,94,82,49,64,48,50,46,27
-37.85193,145.09463,2/10/2006,46,33,20,11,19,9,13,13
-37.85193,145.09463,3/10/2006,28,28,18,13,14,15,14,13
-37.85193,145.09463,4/10/2006,32,29,25,18,16,11,22,17
-37.85193,145.09463,5/10/2006,34,36,25,32,19,12,16,10
-37.85193,145.09463,6/10/2006,48,31,34,25,25,16,18,18
-37.85193,145.09463,7/10/2006,46,63,55,51,38,36,53,46
-37.85193,145.09463,8/10/2006,120,94,74,76,66,65,34,35
-37.85193,145.09463,9/10/2006,26,25,20,17,19,12,12,11
-37.85193,145.09463,10/10/2006,31,35,21,22,14,12,13,12
-37.85193,145.09463,11/10/2006,44,40,23,18,15,13,18,13
-37.85193,145.09463,12/10/2006,35,32,23,25,16,18,15,25
-37.85193,145.09463,15/10/2006,111,96,67,67,60,48,44,39
-37.85193,145.09463,16/10/2006,32,32,33,19,21,18,14,14
-37.85193,145.09463,17/10/2006,25,26,23,23,18,11,15,12
-37.85193,145.09463,18/10/2006,52,35,21,29,24,17,18,14
-37.85193,145.09463,19/10/2006,37,39,28,28,17,14,26,15
-37.85193,145.09463,20/10/2006,49,42,28,23,21,25,26,22
-37.85193,145.09463,21/10/2006,78,80,48,43,42,45,41,26
-37.85193,145.09463,22/10/2006,102,113,71,90,67,58,37,43
-37.85193,145.09463,23/10/2006,37,31,21,17,13,20,15,15
-37.85193,145.09463,24/10/2006,21,23,29,13,8,18,14,11
-37.85193,145.09463,25/10/2006,35,28,34,15,13,12,19,16
-37.85193,145.09463,26/10/2006,35,32,25,23,19,20,23,17
-37.85193,145.09463,27/10/2006,33,28,22,30,29,18,22,33
-37.85193,145.09463,28/10/2006,79,75,58,37,51,40,33,29
-37.85193,145.09463,29/10/2006,98,95,86,85,54,45,50,0
-37.85193,145.09463,30/10/2006,48,36,27,27,23,17,19,20
-37.85193,145.09463,31/10/2006,33,27,17,29,16,18,10,18
-37.85221,145.09425,1/10/2006,110,93,83,53,58,47,42,29
-37.85221,145.09425,2/10/2006,28,21,21,17,14,10,9,8
-37.85221,145.09425,3/10/2006,23,24,12,11,6,8,6,10
-37.85221,145.09425,4/10/2006,30,32,22,19,18,15,11,5
-37.85221,145.09425,5/10/2006,40,34,25,20,15,23,23,14
-37.85221,145.09425,6/10/2006,38,36,29,16,18,12,19,11
-37.85221,145.09425,7/10/2006,72,70,43,41,37,40,39,44
-37.85221,145.09425,8/10/2006,116,109,93,61,79,67,61,53
-37.85221,145.09425,9/10/2006,32,22,20,15,10,11,12,5
-37.85221,145.09425,10/10/2006,35,24,12,14,9,11,18,9
-37.85221,145.09425,11/10/2006,29,25,24,17,6,15,13,11
-37.85221,145.09425,12/10/2006,26,25,27,17,16,13,11,14
-37.85221,145.09425,15/10/2006,108,109,84,91,61,57,50,58
-37.85221,145.09425,16/10/2006,20,24,18,16,10,13,10,10
-37.85221,145.09425,17/10/2006,27,26,25,15,13,9,5,14
-37.85221,145.09425,18/10/2006,41,20,33,23,15,13,5,11
-37.85221,145.09425,20/10/2006,36,38,35,31,25,19,20,11
-37.85221,145.09425,21/10/2006,83,73,39,47,35,43,34,36
-37.85221,145.09425,22/10/2006,115,98,72,84,65,65,49,35
-37.85221,145.09425,23/10/2006,36,22,22,16,18,11,12,7
-37.85221,145.09425,24/10/2006,23,22,15,23,12,9,9,7
-37.85221,145.09425,25/10/2006,30,23,35,16,14,21,11,10
-37.85221,145.09425,26/10/2006,37,35,26,19,22,17,7,10
-37.85221,145.09425,27/10/2006,37,32,25,18,23,19,12,11
-37.85221,145.09425,28/10/2006,88,76,54,47,47,36,26,26
-37.85221,145.09425,29/10/2006,140,107,114,62,55,49,31,0
-37.85221,145.09425,30/10/2006,33,31,23,22,28,12,11,13
-37.85221,145.09425,31/10/2006,37,39,15,17,14,19,14,9
-37.85187,145.09407,1/10/2006,115,99,94,86,75,81,81,49
-37.85187,145.09407,2/10/2006,46,43,35,26,33,17,10,14
-37.85187,145.09407,3/10/2006,38,31,29,12,19,31,15,16
-37.85187,145.09407,4/10/2006,43,40,36,20,29,20,20,12
-37.85187,145.09407,5/10/2006,45,37,43,19,32,18,24,19
-37.85187,145.09407,6/10/2006,54,46,42,35,24,28,32,22
-37.85187,145.09407,7/10/2006,98,86,89,81,82,50,69,39
-37.85187,145.09407,8/10/2006,122,133,114,107,97,86,55,75
-37.85187,145.09407,9/10/2006,40,50,35,20,20,24,18,17
-37.85187,145.09407,10/10/2006,40,32,27,25,27,18,14,12
-37.85187,145.09407,11/10/2006,67,32,30,21,27,25,15,17
-37.85187,145.09407,12/10/2006,47,40,42,36,28,18,22,14
-37.85187,145.09407,15/10/2006,125,119,114,95,76,120,85,68
-37.85187,145.09407,16/10/2006,44,45,35,28,24,13,20,20
-37.85187,145.09407,17/10/2006,37,31,39,33,25,18,18,12
-37.85187,145.09407,18/10/2006,48,51,33,31,22,21,19,20
-37.85187,145.09407,19/10/2006,57,50,37,31,29,33,33,10
-37.85187,145.09407,20/10/2006,66,58,45,36,42,34,32,26
-37.85187,145.09407,21/10/2006,104,100,95,69,77,64,51,50
-37.85187,145.09407,22/10/2006,159,91,107,102,90,88,54,62
-37.85187,145.09407,23/10/2006,43,38,30,26,24,15,14,16
-37.85187,145.09407,24/10/2006,31,27,24,20,13,14,19,14
-37.85187,145.09407,25/10/2006,47,34,33,26,21,25,17,16
-37.85187,145.09407,26/10/2006,42,46,50,30,29,19,23,12
-37.85187,145.09407,27/10/2006,62,41,47,36,25,23,30,14
-37.85187,145.09407,28/10/2006,120,119,91,90,55,47,52,45
-37.85187,145.09407,29/10/2006,125,142,106,119,101,86,76,68
-37.85187,145.09407,30/10/2006,41,43,35,32,23,28,23,14
-37.85187,145.09407,31/10/2006,40,26,38,20,26,15,12,13
-37.81631,145.09812,1/10/2006,25,17,16,21,18,10,12,14
-37.81631,145.09812,2/10/2006,4,2,4,6,5,2,0,3
-37.81631,145.09812,3/10/2006,7,7,4,2,7,0,2,2
-37.81631,145.09812,4/10/2006,3,3,2,4,5,2,0,1
-37.81631,145.09812,5/10/2006,8,3,4,5,2,4,3,1
-37.81631,145.09812,6/10/2006,8,8,4,5,6,3,2,2
-37.81631,145.09812,7/10/2006,17,16,10,14,7,14,8,3
-37.81631,145.09812,8/10/2006,39,20,18,18,13,13,10,9
-37.81631,145.09812,9/10/2006,2,6,6,1,3,3,1,5
-37.81631,145.09812,10/10/2006,5,2,3,2,4,1,1,1
-37.81631,145.09812,11/10/2006,6,3,2,6,4,0,1,0
-37.81631,145.09812,12/10/2006,5,5,4,6,4,3,6,0
-37.81631,145.09812,13/10/2006,13,7,7,11,8,1,2,5
-37.81631,145.09812,14/10/2006,29,17,29,18,14,5,9,9
-37.81631,145.09812,15/10/2006,21,30,26,13,14,11,13,7
-37.81631,145.09812,16/10/2006,4,4,3,3,7,1,1,0
-37.81631,145.09812,17/10/2006,6,5,3,4,6,3,4,0
-37.81631,145.09812,18/10/2006,11,13,5,4,6,5,2,3
-37.81631,145.09812,19/10/2006,6,8,7,5,5,2,2,2
-37.81631,145.09812,20/10/2006,18,5,7,6,3,8,5,2
-37.81631,145.09812,21/10/2006,20,13,10,13,10,11,6,6
-37.81631,145.09812,22/10/2006,29,33,18,16,18,7,5,7
-37.81631,145.09812,23/10/2006,5,4,7,1,3,2,3,1
-37.81631,145.09812,24/10/2006,4,7,2,5,1,2,1,2
-37.81631,145.09812,25/10/2006,12,12,8,6,3,2,0,1
-37.81631,145.09812,26/10/2006,10,7,5,3,3,2,2,0
-37.81631,145.09812,27/10/2006,8,7,6,7,5,2,4,2
-37.81631,145.09812,28/10/2006,20,22,11,11,13,9,11,4
-37.81631,145.09812,29/10/2006,30,11,20,14,14,16,17,0
-37.81631,145.09812,30/10/2006,8,3,7,4,1,3,2,2
-37.81631,145.09812,31/10/2006,5,5,6,1,2,4,3,2
-37.81655,145.09831,1/10/2006,38,49,32,24,20,19,20,15
-37.81655,145.09831,2/10/2006,17,6,8,6,6,8,4,4
-37.81655,145.09831,3/10/2006,9,7,10,6,8,9,2,5
-37.81655,145.09831,4/10/2006,16,12,10,8,5,6,7,3
-37.81655,145.09831,5/10/2006,17,12,7,7,11,5,7,6
-37.81655,145.09831,6/10/2006,24,19,18,12,5,5,14,4
-37.81655,145.09831,7/10/2006,44,27,34,23,21,17,11,14
-37.81655,145.09831,8/10/2006,46,38,35,30,38,31,19,10
-37.81655,145.09831,9/10/2006,7,13,12,8,5,2,2,6
-37.81655,145.09831,10/10/2006,8,8,11,8,6,4,2,5
-37.81655,145.09831,11/10/2006,14,19,12,6,11,2,8,2
-37.81655,145.09831,12/10/2006,15,13,17,10,6,5,6,1
-37.81655,145.09831,13/10/2006,16,14,19,14,6,10,6,6
-37.81655,145.09831,14/10/2006,45,36,29,23,22,27,17,20
-37.81655,145.09831,15/10/2006,44,36,18,28,23,20,20,14
-37.81655,145.09831,16/10/2006,15,17,5,6,9,7,3,3
-37.81655,145.09831,17/10/2006,8,7,12,9,3,1,4,5
-37.81655,145.09831,18/10/2006,19,15,18,10,5,5,7,7
-37.81655,145.09831,19/10/2006,19,11,13,7,8,5,6,5
-37.81655,145.09831,20/10/2006,23,15,16,10,11,9,4,9
-37.81655,145.09831,21/10/2006,33,20,24,22,17,18,14,14
-37.81655,145.09831,22/10/2006,53,37,31,31,29,17,23,18
-37.81655,145.09831,23/10/2006,11,12,6,5,16,6,6,7
-37.81655,145.09831,24/10/2006,6,7,8,10,6,1,9,4
-37.81655,145.09831,25/10/2006,10,12,6,14,5,6,6,4
-37.81655,145.09831,26/10/2006,11,13,8,8,9,4,8,5
-37.81655,145.09831,27/10/2006,18,12,11,10,9,11,8,4
-37.81655,145.09831,28/10/2006,35,26,17,17,21,16,15,10
-37.81655,145.09831,29/10/2006,44,47,33,31,25,25,17,0
-37.81655,145.09831,30/10/2006,14,9,12,11,5,2,9,8
-37.81655,145.09831,31/10/2006,12,13,11,11,10,2,9,6
-37.81682,145.09802,1/10/2006,36,30,31,19,27,21,16,13
-37.81682,145.09802,2/10/2006,7,5,4,3,2,4,4,0
-37.81682,145.09802,3/10/2006,10,6,6,5,3,1,2,3
-37.81682,145.09802,4/10/2006,10,8,4,12,6,2,4,1
-37.81682,145.09802,5/10/2006,14,11,11,6,3,2,3,1
-37.81682,145.09802,6/10/2006,11,8,6,1,3,4,4,4
-37.81682,145.09802,7/10/2006,31,19,17,18,17,11,14,12
-37.81682,145.09802,8/10/2006,29,38,17,28,21,17,19,11
-37.81682,145.09802,9/10/2006,4,11,6,10,4,3,4,3
-37.81682,145.09802,10/10/2006,5,3,6,3,1,3,4,1
-37.81682,145.09802,11/10/2006,11,9,6,9,3,1,7,1
-37.81682,145.09802,12/10/2006,9,11,5,13,6,4,1,7
-37.81682,145.09802,13/10/2006,10,17,9,10,4,6,4,2
-37.81682,145.09802,14/10/2006,25,32,22,12,11,15,9,4
-37.81682,145.09802,15/10/2006,32,39,25,26,20,14,12,16
-37.81682,145.09802,16/10/2006,8,12,6,4,8,8,3,1
-37.81682,145.09802,17/10/2006,8,8,8,5,7,3,1,2
-37.81682,145.09802,18/10/2006,14,12,5,6,6,4,4,1
-37.81682,145.09802,19/10/2006,14,10,14,4,4,5,4,4
-37.81682,145.09802,20/10/2006,15,15,5,9,7,5,6,3
-37.81682,145.09802,21/10/2006,32,27,22,10,10,10,11,14
-37.81682,145.09802,22/10/2006,34,39,25,33,18,17,13,6
-37.81682,145.09802,23/10/2006,13,6,6,6,3,1,3,1
-37.81682,145.09802,24/10/2006,11,5,9,3,5,4,4,2
-37.81682,145.09802,25/10/2006,10,7,9,4,8,5,2,2
-37.81682,145.09802,26/10/2006,11,9,8,4,5,3,2,3
-37.81682,145.09802,27/10/2006,11,17,6,7,6,5,5,3
-37.81682,145.09802,28/10/2006,33,27,17,23,16,11,12,9
-37.81682,145.09802,29/10/2006,51,35,26,19,18,15,18,0
-37.81682,145.09802,30/10/2006,8,10,5,6,10,4,3,7
-37.81682,145.09802,31/10/2006,9,7,8,6,5,2,2,2
-37.8164799,145.0977388,1/10/2006,47,33,36,32,22,25,27,25
-37.8164799,145.0977388,2/10/2006,19,9,9,14,4,7,5,1
-37.8164799,145.0977388,3/10/2006,12,8,12,4,8,4,2,9
-37.8164799,145.0977388,4/10/2006,19,22,9,10,6,2,4,3
-37.8164799,145.0977388,5/10/2006,20,18,25,18,5,14,6,3
-37.8164799,145.0977388,6/10/2006,21,21,12,21,13,9,6,7
-37.8164799,145.0977388,7/10/2006,40,31,31,25,25,20,19,21
-37.8164799,145.0977388,8/10/2006,47,45,36,41,42,25,31,23
-37.8164799,145.0977388,9/10/2006,7,8,12,12,10,1,3,3
-37.8164799,145.0977388,10/10/2006,11,26,12,5,8,3,1,4
-37.8164799,145.0977388,11/10/2006,21,23,16,13,6,9,8,5
-37.8164799,145.0977388,12/10/2006,15,23,18,15,7,4,11,6
-37.8164799,145.0977388,13/10/2006,20,24,18,15,8,6,10,6
-37.8164799,145.0977388,14/10/2006,41,41,39,20,22,22,32,11
-37.8164799,145.0977388,15/10/2006,57,52,50,41,33,24,28,26
-37.8164799,145.0977388,16/10/2006,12,15,11,5,3,6,3,3
-37.8164799,145.0977388,17/10/2006,15,9,9,18,3,12,3,2
-37.8164799,145.0977388,18/10/2006,35,10,14,17,14,7,8,8
-37.8164799,145.0977388,19/10/2006,25,16,7,25,3,9,9,8
-37.8164799,145.0977388,20/10/2006,24,17,14,10,8,8,8,7
-37.8164799,145.0977388,21/10/2006,40,25,44,32,22,16,20,21
-37.8164799,145.0977388,22/10/2006,47,48,62,46,33,28,23,26
-37.8164799,145.0977388,23/10/2006,20,15,10,7,10,11,4,4
-37.8164799,145.0977388,24/10/2006,11,15,6,8,6,5,7,3
-37.8164799,145.0977388,25/10/2006,24,25,12,19,9,9,4,11
-37.8164799,145.0977388,26/10/2006,20,11,8,10,16,8,6,5
-37.8164799,145.0977388,27/10/2006,26,18,11,18,19,8,8,8
-37.8164799,145.0977388,28/10/2006,45,19,25,18,14,16,9,16
-37.8164799,145.0977388,29/10/2006,51,32,45,36,29,33,18,0
-37.8164799,145.0977388,30/10/2006,12,12,15,8,7,3,5,5
-37.8164799,145.0977388,31/10/2006,27,18,10,10,9,7,1,6
-37.79477,145.03077,1/10/2006,30,34,24,22,23,17,15,17
-37.79477,145.03077,2/10/2006,6,5,9,4,10,2,6,3
-37.79477,145.03077,3/10/2006,8,3,5,1,5,4,4,3
-37.79477,145.03077,4/10/2006,10,7,10,5,3,2,6,5
-37.79477,145.03077,5/10/2006,11,14,11,13,7,12,9,6
-37.79477,145.03077,6/10/2006,17,8,5,4,4,3,7,2
-37.79477,145.03077,7/10/2006,28,14,13,21,17,13,18,16
-37.79477,145.03077,8/10/2006,28,33,21,21,25,16,19,19
-37.79477,145.03077,9/10/2006,5,7,7,5,4,1,5,1
-37.79477,145.03077,10/10/2006,6,7,7,3,1,2,3,5
-37.79477,145.03077,11/10/2006,15,6,10,4,5,8,4,1
-37.79477,145.03077,12/10/2006,19,17,7,12,7,7,8,3
-37.79477,145.03077,13/10/2006,10,4,8,3,0,3,1,7
-37.79477,145.03077,14/10/2006,29,13,14,17,14,13,12,17
-37.79477,145.03077,15/10/2006,29,33,29,21,29,10,20,22
-37.79477,145.03077,16/10/2006,15,8,11,4,4,2,7,4
-37.79477,145.03077,17/10/2006,6,4,10,5,7,1,1,6
-37.79477,145.03077,18/10/2006,10,4,10,2,5,2,3,5
-37.79477,145.03077,19/10/2006,13,14,11,4,5,7,3,8
-37.79477,145.03077,20/10/2006,12,4,4,10,9,10,8,2
-37.79477,145.03077,21/10/2006,26,23,25,24,19,13,10,5
-37.79477,145.03077,22/10/2006,34,36,28,21,27,18,17,16
-37.79477,145.03077,23/10/2006,11,9,9,7,2,5,4,4
-37.79477,145.03077,24/10/2006,9,11,8,3,3,3,8,1
-37.79477,145.03077,25/10/2006,7,8,12,5,2,3,6,3
-37.79477,145.03077,26/10/2006,13,11,8,7,9,8,7,4
-37.79477,145.03077,27/10/2006,10,13,7,9,8,5,6,7
-37.79477,145.03077,28/10/2006,27,21,23,20,15,16,14,9
-37.79477,145.03077,29/10/2006,40,25,21,21,23,13,13,0
-37.79477,145.03077,30/10/2006,10,17,14,6,8,7,9,2
-37.79477,145.03077,31/10/2006,9,10,6,12,1,3,5,7
-37.7948,145.03015,1/10/2006,84,75,73,50,46,43,33,38
-37.7948,145.03015,2/10/2006,28,21,33,16,6,13,11,12
-37.7948,145.03015,3/10/2006,29,17,19,18,6,10,8,8
-37.7948,145.03015,4/10/2006,24,19,13,17,20,8,12,8
-37.7948,145.03015,5/10/2006,38,26,26,24,21,10,8,11
-37.7948,145.03015,6/10/2006,33,19,22,18,18,7,15,12
-37.7948,145.03015,7/10/2006,65,61,46,55,42,40,46,33
-37.7948,145.03015,8/10/2006,107,84,86,56,65,49,60,52
-37.7948,145.03015,9/10/2006,30,25,20,11,19,9,6,5
-37.7948,145.03015,10/10/2006,30,20,17,12,8,13,7,7
-37.7948,145.03015,11/10/2006,45,29,20,20,13,10,10,3
-37.7948,145.03015,12/10/2006,35,27,15,20,11,12,7,9
-37.7948,145.03015,13/10/2006,35,36,31,31,21,11,9,11
-37.7948,145.03015,14/10/2006,89,48,68,51,39,42,40,24
