NB_LATITUDE,NB_LONGITUDE,Date,V00,V01,V02,V03,V04,V05,V06,V07
-37.82313,145.02565,23/10/2006,30,30,24,11,13,13,16,6
-37.82313,145.02565,29/10/2006,70,93,69,57,69,58,53,50
-37.82313,145.02565,30/10/2006,34,21,29,12,15,22,11,12
-37.82313,145.02565,31/10/2006,29,26,22,10,13,16,11,9
-37.8232985,145.0250328,1/10/2006,75,78,60,58,57,37,31,30
-37.8232985,145.0250328,2/10/2006,18,9,15,17,6,11,8,6
-37.8232985,145.0250328,3/10/2006,23,15,18,8,5,11,7,4
-37.8232985,145.0250328,4/10/2006,31,20,16,21,4,9,12,13
-37.8232985,145.0250328,5/10/2006,31,22,22,17,12,10,9,8
-37.8232985,145.0250328,6/10/2006,29,26,26,25,14,20,12,10
-37.8232985,145.0250328,7/10/2006,58,64,58,47,46,31,40,34
-37.8232985,145.0250328,8/10/2006,94,80,81,60,52,39,36,31
-37.8232985,145.0250328,9/10/2006,27,23,15,13,10,6,7,6
-37.8232985,145.0250328,10/10/2006,22,15,9,8,14,9,16,3
-37.8232985,145.0250328,11/10/2006,38,16,16,20,12,14,7,8
-37.8232985,145.0250328,12/10/2006,25,14,22,12,8,16,13,5
-37.8232985,145.0250328,13/10/2006,39,23,27,27,14,12,9,14
-37.8232985,145.0250328,14/10/2006,70,45,57,46,51,37,32,19
-37.8232985,145.0250328,15/10/2006,83,66,87,54,44,46,45,42
-37.8232985,145.0250328,16/10/2006,26,19,11,18,15,9,9,9
-37.8232985,145.0250328,17/10/2006,23,10,14,7,7,11,8,7
-37.8232985,145.0250328,18/10/2006,54,29,25,16,18,13,10,10
-37.8232985,145.0250328,19/10/2006,46,31,20,10,11,12,9,14
-37.8232985,145.0250328,20/10/2006,42,30,28,28,6,24,19,20
-37.8232985,145.0250328,21/10/2006,74,54,49,41,31,43,26,21
-37.8232985,145.0250328,22/10/2006,99,87,79,74,64,54,52,25
-37.8232985,145.0250328,23/10/2006,23,28,13,14,7,9,10,10
-37.8232985,145.0250328,29/10/2006,94,85,67,63,47,49,42,0
-37.8232985,145.0250328,30/10/2006,25,21,27,19,8,18,5,7
-37.8232985,145.0250328,31/10/2006,22,16,10,8,14,6,7,6
-37.82295,145.02402,1/10/2006,83,58,60,70,57,76,70,50
-37.82295,145.02402,2/10/2006,36,18,19,18,15,10,14,7
-37.82295,145.02402,3/10/2006,18,19,15,20,8,6,14,10
-37.82295,145.02402,4/10/2006,47,28,26,19,17,19,12,9
-37.82295,145.02402,5/10/2006,40,21,23,30,24,14,20,12
-37.82295,145.02402,6/10/2006,60,36,29,33,26,21,17,29
-37.82295,145.02402,7/10/2006,78,53,58,64,66,51,49,58
-37.82295,145.02402,8/10/2006,87,75,69,61,70,72,46,51
-37.82295,145.02402,9/10/2006,34,29,14,12,19,10,14,14
-37.82295,145.02402,10/10/2006,23,24,27,14,18,11,8,10
-37.82295,145.02402,11/10/2006,31,41,29,21,29,15,14,11
-37.82295,145.02402,12/10/2006,35,42,25,20,16,19,14,10
-37.82295,145.02402,13/10/2006,38,30,32,26,25,26,21,16
-37.82295,145.02402,14/10/2006,83,68,61,68,70,64,57,43
-37.82295,145.02402,15/10/2006,81,78,75,62,63,70,38,49
-37.82295,145.02402,16/10/2006,33,26,24,19,19,19,6,13
-37.82295,145.02402,17/10/2006,37,32,24,18,19,14,12,7
-37.82295,145.02402,18/10/2006,37,34,25,18,25,14,16,12
-37.82295,145.02402,19/10/2006,40,38,30,25,26,13,14,17
-37.82295,145.02402,20/10/2006,46,53,30,37,43,21,23,17
-37.82295,145.02402,21/10/2006,71,72,58,63,69,55,51,39
-37.82295,145.02402,22/10/2006,79,67,71,57,57,50,44,41
-37.82295,145.02402,23/10/2006,37,38,18,13,15,12,9,9
-37.82295,145.02402,29/10/2006,76,78,74,77,58,63,53,45
-37.82295,145.02402,30/10/2006,34,41,18,15,19,17,13,17
-37.82295,145.02402,31/10/2006,24,21,29,14,9,14,13,7
-37.82389,145.03409,1/10/2006,51,55,75,39,45,41,59,59
-37.82389,145.03409,2/10/2006,25,22,8,10,13,8,7,8
-37.82389,145.03409,3/10/2006,18,12,11,16,7,8,6,8
-37.82389,145.03409,4/10/2006,35,29,38,27,33,27,35,16
-37.82389,145.03409,5/10/2006,30,30,19,22,15,11,13,8
-37.82389,145.03409,6/10/2006,36,44,46,24,29,35,38,40
-37.82389,145.03409,7/10/2006,42,35,53,49,41,31,41,30
-37.82389,145.03409,8/10/2006,55,62,60,57,58,51,46,46
-37.82389,145.03409,9/10/2006,17,15,12,11,7,6,11,9
-37.82389,145.03409,10/10/2006,13,18,23,12,7,10,11,11
-37.82389,145.03409,11/10/2006,33,40,46,43,28,28,22,27
-37.82389,145.03409,12/10/2006,34,23,20,15,13,16,10,9
-37.82389,145.03409,13/10/2006,35,34,42,38,42,33,37,19
-37.82389,145.03409,14/10/2006,47,40,47,32,48,42,45,42
-37.82389,145.03409,15/10/2006,52,44,55,46,39,48,55,34
-37.82389,145.03409,16/10/2006,22,16,15,8,15,10,9,4
-37.82389,145.03409,17/10/2006,22,28,17,19,6,7,13,5
-37.82389,145.03409,18/10/2006,60,46,36,23,36,27,28,38
-37.82389,145.03409,19/10/2006,33,20,23,11,13,17,10,10
-37.82389,145.03409,20/10/2006,38,41,34,34,38,31,34,31
-37.82389,145.03409,21/10/2006,55,44,42,41,32,33,46,28
-37.82389,145.03409,22/10/2006,68,59,49,43,32,41,54,39
-37.82389,145.03409,23/10/2006,17,22,18,19,12,12,9,7
-37.82389,145.03409,24/10/2006,20,16,10,13,7,14,10,10
-37.82389,145.03409,25/10/2006,43,36,46,31,24,29,21,20
-37.82389,145.03409,26/10/2006,27,27,17,12,10,18,11,6
-37.82389,145.03409,27/10/2006,35,21,39,38,23,25,30,26
-37.82389,145.03409,28/10/2006,58,46,44,47,30,46,45,33
-37.82389,145.03409,29/10/2006,59,72,56,58,47,49,38,0
-37.82389,145.03409,30/10/2006,20,25,15,14,11,9,9,7
-37.82389,145.03409,31/10/2006,24,15,22,12,14,8,6,10
-37.82416,145.03445,1/10/2006,73,81,59,65,59,62,47,79
-37.82416,145.03445,2/10/2006,30,17,16,16,10,11,6,11
-37.82416,145.03445,3/10/2006,16,16,12,9,13,9,6,7
-37.82416,145.03445,4/10/2006,33,29,39,35,20,27,29,20
-37.82416,145.03445,5/10/2006,28,23,20,25,17,12,13,9
-37.82416,145.03445,6/10/2006,51,47,33,35,37,36,34,33
-37.82416,145.03445,7/10/2006,53,65,48,64,52,48,53,41
-37.82416,145.03445,8/10/2006,99,96,69,69,74,58,61,44
-37.82416,145.03445,9/10/2006,16,12,9,15,23,12,14,16
-37.82416,145.03445,10/10/2006,21,18,16,14,10,9,9,6
-37.82416,145.03445,11/10/2006,32,32,35,18,27,15,20,23
-37.82416,145.03445,12/10/2006,28,24,24,12,17,8,10,18
-37.82416,145.03445,13/10/2006,55,41,44,40,41,41,33,22
-37.82416,145.03445,14/10/2006,74,64,48,53,57,45,57,38
-37.82416,145.03445,15/10/2006,73,96,53,57,62,52,56,62
-37.82416,145.03445,16/10/2006,26,30,22,15,11,8,12,10
-37.82416,145.03445,17/10/2006,40,23,17,11,9,13,13,8
-37.82416,145.03445,18/10/2006,57,48,31,23,33,23,19,22
-37.82416,145.03445,19/10/2006,35,24,22,13,25,13,8,20
-37.82416,145.03445,20/10/2006,50,40,38,34,35,40,24,32
-37.82416,145.03445,21/10/2006,89,106,98,68,49,47,35,38
-37.82416,145.03445,22/10/2006,93,80,87,57,80,57,71,52
-37.82416,145.03445,23/10/2006,24,20,19,12,18,14,10,9
-37.82416,145.03445,24/10/2006,25,11,9,14,8,14,6,10
-37.82416,145.03445,25/10/2006,42,29,35,21,41,27,28,30
-37.82416,145.03445,26/10/2006,30,29,26,17,11,12,16,12
-37.82416,145.03445,27/10/2006,44,38,28,31,31,22,29,19
-37.82416,145.03445,28/10/2006,90,61,51,56,45,65,47,59
-37.82416,145.03445,29/10/2006,93,84,80,43,63,53,64,0
-37.82416,145.03445,30/10/2006,36,22,22,9,13,20,12,15
-37.82416,145.03445,31/10/2006,27,28,9,15,13,16,9,11
-37.82441,145.03399,1/10/2006,61,51,65,49,31,32,44,42
-37.82441,145.03399,2/10/2006,17,13,17,12,9,13,11,9
-37.82441,145.03399,3/10/2006,19,20,18,8,7,13,6,10
-37.82441,145.03399,4/10/2006,34,20,20,23,17,24,18,12
-37.82441,145.03399,5/10/2006,25,23,18,18,17,12,11,8
-37.82441,145.03399,6/10/2006,41,30,24,23,31,23,26,18
-37.82441,145.03399,7/10/2006,63,53,38,41,37,42,31,23
-37.82441,145.03399,8/10/2006,68,79,58,54,59,40,41,45
-37.82441,145.03399,9/10/2006,17,14,15,17,9,11,5,7
-37.82441,145.03399,10/10/2006,18,16,17,12,4,18,11,8
-37.82441,145.03399,11/10/2006,32,29,31,20,21,21,19,10
-37.82441,145.03399,12/10/2006,34,28,26,13,17,8,8,10
-37.82441,145.03399,13/10/2006,30,34,33,31,22,27,12,18
-37.82441,145.03399,14/10/2006,60,53,38,52,35,35,28,35
-37.82441,145.03399,15/10/2006,70,60,59,49,50,45,41,36
-37.82441,145.03399,16/10/2006,23,14,13,15,5,11,7,10
-37.82441,145.03399,17/10/2006,23,22,18,14,9,11,7,14
-37.82441,145.03399,18/10/2006,56,38,28,24,26,24,19,22
-37.82441,145.03399,19/10/2006,16,21,21,22,16,8,14,11
-37.82441,145.03399,20/10/2006,34,33,23,23,25,22,21,17
-37.82441,145.03399,21/10/2006,48,69,43,39,38,23,30,16
-37.82441,145.03399,22/10/2006,75,64,62,60,46,35,35,32
-37.82405,145.03349,1/10/2006,104,82,91,97,90,82,87,84
-37.82405,145.03349,2/10/2006,31,19,22,19,18,10,14,11
-37.82405,145.03349,3/10/2006,19,18,22,17,12,11,15,11
-37.82405,145.03349,4/10/2006,69,48,49,62,26,34,36,25
-37.82405,145.03349,5/10/2006,47,35,30,32,30,17,24,15
-37.82405,145.03349,6/10/2006,77,43,51,45,40,48,38,42
-37.82405,145.03349,7/10/2006,106,99,61,81,90,65,68,81
-37.82405,145.03349,8/10/2006,116,101,121,93,101,107,87,75
-37.82405,145.03349,9/10/2006,34,29,16,20,18,12,20,14
-37.82405,145.03349,10/10/2006,29,24,19,17,22,16,17,11
-37.82405,145.03349,11/10/2006,46,59,54,34,40,21,25,26
-37.82405,145.03349,12/10/2006,41,40,34,18,15,27,11,13
-37.82405,145.03349,13/10/2006,57,45,44,47,36,37,34,35
-37.82405,145.03349,14/10/2006,117,99,82,87,90,80,110,54
-37.82405,145.03349,15/10/2006,111,117,115,81,83,101,84,79
-37.82405,145.03349,16/10/2006,28,33,23,30,21,22,10,13
-37.82405,145.03349,17/10/2006,37,44,26,28,20,15,11,12
-37.82405,145.03349,18/10/2006,79,60,43,35,42,35,27,26
-37.82405,145.03349,19/10/2006,52,45,36,28,23,14,12,12
-37.82405,145.03349,20/10/2006,53,75,45,53,50,43,44,43
-37.82405,145.03349,21/10/2006,100,95,78,73,74,88,68,51
-37.82405,145.03349,22/10/2006,115,90,98,88,79,64,76,64
-37.82405,145.03349,23/10/2006,32,34,20,17,15,13,14,8
-37.82405,145.03349,24/10/2006,24,19,12,21,15,17,10,12
-37.82405,145.03349,25/10/2006,56,59,58,38,38,38,46,27
-37.82405,145.03349,26/10/2006,32,37,30,24,22,15,14,11
-37.82405,145.03349,27/10/2006,54,57,46,42,34,44,40,25
-37.82405,145.03349,28/10/2006,121,93,95,92,71,86,74,79
-37.82405,145.03349,29/10/2006,111,95,112,99,100,90,98,75
-37.82405,145.03349,30/10/2006,23,34,29,15,18,18,17,13
-37.82405,145.03349,31/10/2006,33,32,32,19,9,15,11,11
-37.82529,145.04387,1/10/2006,55,48,47,45,39,40,25,29
-37.82529,145.04387,2/10/2006,20,12,11,13,12,8,3,6
-37.82529,145.04387,3/10/2006,14,12,9,8,6,6,5,5
-37.82529,145.04387,4/10/2006,24,16,12,14,9,10,15,10
-37.82529,145.04387,5/10/2006,15,13,14,17,10,12,5,8
-37.82529,145.04387,6/10/2006,30,26,16,19,25,20,12,12
-37.82529,145.04387,7/10/2006,47,30,25,35,34,32,33,19
-37.82529,145.04387,8/10/2006,64,54,44,34,54,37,40,26
-37.82529,145.04387,9/10/2006,14,8,11,17,9,11,12,14
-37.82529,145.04387,10/10/2006,20,13,9,10,9,5,4,6
-37.82529,145.04387,11/10/2006,20,23,18,7,16,10,9,19
-37.82529,145.04387,12/10/2006,14,11,16,13,10,10,9,8
-37.82529,145.04387,13/10/2006,41,21,19,19,12,16,14,8
-37.82529,145.04387,14/10/2006,57,45,35,38,33,28,46,26
-37.82529,145.04387,15/10/2006,58,66,30,31,51,33,21,34
-37.82529,145.04387,16/10/2006,28,12,13,7,7,4,6,9
-37.82529,145.04387,17/10/2006,30,12,12,8,5,11,4,5
-37.82529,145.04387,18/10/2006,37,23,13,13,15,12,14,8
-37.82529,145.04387,19/10/2006,31,15,21,6,13,6,8,13
-37.82529,145.04387,20/10/2006,35,26,14,18,17,15,19,17
-37.82529,145.04387,21/10/2006,59,46,50,32,28,24,17,20
-37.82529,145.04387,22/10/2006,59,56,44,44,41,32,38,29
-37.82529,145.04387,23/10/2006,23,12,12,11,12,7,3,3
-37.82529,145.04387,24/10/2006,9,10,9,10,8,11,2,7
-37.82529,145.04387,25/10/2006,17,17,21,14,12,11,7,9
-37.82529,145.04387,26/10/2006,25,20,18,9,6,8,8,7
-37.82529,145.04387,27/10/2006,40,22,21,24,14,10,17,9
-37.82529,145.04387,28/10/2006,39,41,36,37,31,28,29,30
-37.82529,145.04387,29/10/2006,83,75,55,32,30,29,31,0
-37.82529,145.04387,30/10/2006,31,15,12,9,5,12,5,8
-37.82529,145.04387,31/10/2006,25,8,10,8,11,6,11,5
-37.82542,145.04346,1/10/2006,37,36,26,34,30,17,13,21
-37.82542,145.04346,2/10/2006,16,11,10,9,6,5,10,7
-37.82542,145.04346,3/10/2006,10,4,3,6,5,7,3,3
-37.82542,145.04346,4/10/2006,20,14,11,11,5,6,3,10
-37.82542,145.04346,5/10/2006,24,23,10,10,10,8,12,5
-37.82542,145.04346,6/10/2006,32,14,14,9,9,9,5,10
-37.82542,145.04346,7/10/2006,28,31,33,22,25,16,15,16
-37.82542,145.04346,8/10/2006,54,57,40,37,21,25,24,13
-37.82542,145.04346,9/10/2006,9,12,11,11,9,4,12,5
-37.82542,145.04346,10/10/2006,9,11,12,4,6,4,5,2
-37.82542,145.04346,11/10/2006,15,14,8,10,9,6,9,7
-37.82542,145.04346,12/10/2006,11,8,21,7,16,10,6,2
-37.82542,145.04346,13/10/2006,17,17,23,12,13,6,10,3
-37.82542,145.04346,14/10/2006,32,35,26,21,26,21,14,16
-37.82542,145.04346,15/10/2006,42,43,38,24,23,19,12,16
-37.82542,145.04346,16/10/2006,20,8,12,8,5,8,11,6
-37.82542,145.04346,17/10/2006,10,14,15,13,11,8,9,3
-37.82542,145.04346,18/10/2006,23,25,13,9,12,8,5,6
-37.82542,145.04346,19/10/2006,15,11,8,9,13,10,2,7
-37.82542,145.04346,20/10/2006,26,25,17,13,15,4,10,7
-37.82542,145.04346,21/10/2006,46,36,34,27,21,23,19,12
-37.82542,145.04346,22/10/2006,49,43,34,34,32,21,23,15
-37.82542,145.04346,23/10/2006,17,10,15,7,8,5,8,4
-37.82542,145.04346,24/10/2006,11,19,11,11,8,2,4,7
-37.82542,145.04346,25/10/2006,21,16,10,12,13,8,7,0
-37.82542,145.04346,26/10/2006,22,14,15,13,14,8,6,3
-37.82542,145.04346,27/10/2006,19,17,9,14,8,17,3,6
-37.82542,145.04346,28/10/2006,36,39,24,23,19,21,14,22
-37.82542,145.04346,29/10/2006,37,32,32,33,30,20,10,0
-37.82542,145.04346,30/10/2006,15,11,15,5,12,7,9,6
-37.82542,145.04346,31/10/2006,16,13,9,4,8,3,4,5
-37.82518,145.04301,1/10/2006,110,82,84,95,81,79,73,71
-37.82518,145.04301,2/10/2006,31,23,37,18,14,14,13,11
-37.82518,145.04301,3/10/2006,29,16,25,16,14,17,8,14
-37.82518,145.04301,4/10/2006,49,42,34,24,28,25,20,16
-37.82518,145.04301,5/10/2006,51,33,28,30,28,15,17,20
-37.82518,145.04301,6/10/2006,76,45,45,46,42,38,38,27
-37.82518,145.04301,7/10/2006,101,81,57,66,71,61,61,69
-37.82518,145.04301,8/10/2006,103,95,113,90,92,95,77,71
-37.82518,145.04301,9/10/2006,30,33,17,21,15,12,19,19
-37.82518,145.04301,10/10/2006,22,20,26,12,22,18,14,12
-37.82518,145.04301,11/10/2006,42,63,32,33,38,28,16,18
-37.82518,145.04301,12/10/2006,32,39,24,24,25,19,12,12
-37.82518,145.04301,13/10/2006,62,55,44,50,47,38,39,25
-37.82518,145.04301,14/10/2006,101,99,76,86,74,67,66,48
-37.82518,145.04301,15/10/2006,103,122,120,82,79,99,76,67
-37.82518,145.04301,16/10/2006,38,31,18,21,19,16,14,15
-37.82518,145.04301,17/10/2006,32,41,25,27,20,18,14,12
-37.82518,145.04301,18/10/2006,78,52,36,33,34,21,26,40
-37.82518,145.04301,19/10/2006,52,46,36,28,23,15,19,7
-37.82518,145.04301,20/10/2006,64,63,53,52,57,36,43,27
-37.82518,145.04301,21/10/2006,96,126,110,72,73,59,60,44
-37.82518,145.04301,22/10/2006,135,91,104,95,101,54,62,58
-37.82518,145.04301,23/10/2006,47,32,22,22,12,13,15,15
-37.82518,145.04301,24/10/2006,30,27,15,24,17,20,10,10
-37.82518,145.04301,25/10/2006,46,54,41,23,28,24,27,23
-37.82518,145.04301,26/10/2006,41,40,26,31,19,23,18,10
-37.82518,145.04301,27/10/2006,53,52,49,34,38,34,30,17
-37.82518,145.04301,28/10/2006,97,74,86,84,57,62,67,65
-37.82518,145.04301,29/10/2006,122,96,97,102,103,85,72,0
-37.82518,145.04301,30/10/2006,33,31,20,19,21,13,19,15
-37.82518,145.04301,31/10/2006,38,21,31,18,12,9,10,12
-37.82951,145.03304,1/10/2006,47,47,44,36,27,28,37,25
-37.82951,145.03304,2/10/2006,20,12,8,6,7,4,6,9
-37.82951,145.03304,3/10/2006,12,15,11,9,10,7,5,5
-37.82951,145.03304,4/10/2006,25,20,23,16,20,9,16,6
-37.82951,145.03304,5/10/2006,19,23,13,12,10,9,9,7
-37.82951,145.03304,6/10/2006,29,28,20,21,17,18,20,19
-37.82951,145.03304,7/10/2006,33,33,37,29,44,26,38,26
-37.82951,145.03304,8/10/2006,36,50,56,36,35,36,30,33
-37.82951,145.03304,9/10/2006,18,9,8,15,10,9,7,8
-37.82951,145.03304,10/10/2006,15,10,13,11,8,8,5,8
-37.82951,145.03304,11/10/2006,27,17,24,17,22,17,18,19
-37.82951,145.03304,12/10/2006,23,25,21,11,9,9,11,3
-37.82951,145.03304,13/10/2006,23,24,21,21,20,15,25,14
-37.82951,145.03304,14/10/2006,37,29,33,25,25,26,33,21
-37.82951,145.03304,15/10/2006,53,59,52,47,40,30,38,22
-37.82951,145.03304,16/10/2006,14,9,12,8,13,9,6,5
-37.82951,145.03304,17/10/2006,19,17,4,8,10,5,7,7
-37.82951,145.03304,18/10/2006,27,29,29,15,27,17,17,22
-37.82951,145.03304,19/10/2006,26,18,10,11,14,9,9,10
-37.82951,145.03304,20/10/2006,27,22,21,17,17,23,18,17
-37.82951,145.03304,21/10/2006,44,31,33,31,37,19,19,22
-37.82951,145.03304,22/10/2006,63,54,42,35,27,26,39,30
-37.82951,145.03304,23/10/2006,15,13,13,12,9,9,7,4
-37.82951,145.03304,24/10/2006,13,14,9,8,13,9,7,12
-37.82951,145.03304,25/10/2006,33,28,24,23,20,17,13,18
-37.82951,145.03304,26/10/2006,20,14,16,6,10,16,8,6
-37.82951,145.03304,27/10/2006,17,16,20,23,20,14,15,10
-37.82951,145.03304,28/10/2006,47,34,34,32,20,28,24,25
-37.82951,145.03304,29/10/2006,53,60,43,39,24,31,28,0
-37.82951,145.03304,30/10/2006,18,18,11,4,9,7,5,11
-37.82951,145.03304,31/10/2006,14,19,12,14,15,12,4,6
-37.8303,145.03336,1/10/2006,75,64,57,54,35,40,29,28
-37.8303,145.03336,2/10/2006,19,17,16,10,10,11,11,11
-37.8303,145.03336,3/10/2006,17,15,19,15,6,7,7,3
-37.8303,145.03336,4/10/2006,27,16,16,5,9,10,10,5
-37.8303,145.03336,5/10/2006,14,19,15,12,10,8,12,3
-37.8303,145.03336,6/10/2006,26,22,23,12,15,13,4,9
-37.8303,145.03336,7/10/2006,52,42,37,37,40,29,25,32
-37.8303,145.03336,8/10/2006,73,66,56,54,42,31,29,34
-37.8303,145.03336,9/10/2006,14,15,17,14,8,8,8,8
-37.8303,145.03336,10/10/2006,9,14,11,4,9,6,7,5
-37.8303,145.03336,11/10/2006,18,14,18,19,8,8,6,5
-37.8303,145.03336,12/10/2006,23,18,19,8,15,5,10,10
-37.8303,145.03336,13/10/2006,25,22,16,18,13,15,8,13
-37.8303,145.03336,14/10/2006,62,59,38,42,33,28,22,30
-37.8303,145.03336,15/10/2006,67,81,47,46,41,23,31,25
-37.8303,145.03336,16/10/2006,17,20,14,14,7,8,8,10
-37.8303,145.03336,17/10/2006,20,17,12,16,17,10,8,6
-37.8303,145.03336,18/10/2006,25,13,19,18,11,13,17,6
-37.8303,145.03336,19/10/2006,22,17,16,16,9,14,8,8
-37.8303,145.03336,20/10/2006,26,32,24,14,19,9,13,13
-37.8303,145.03336,21/10/2006,53,48,45,40,35,34,36,34
-37.8303,145.03336,22/10/2006,64,52,69,34,32,40,35,27
-37.8303,145.03336,23/10/2006,22,18,11,11,9,9,8,11
-37.8303,145.03336,24/10/2006,13,10,16,16,13,4,7,4
-37.8303,145.03336,25/10/2006,18,11,17,19,11,9,9,5
-37.8303,145.03336,26/10/2006,38,10,22,11,10,8,7,8
-37.8303,145.03336,27/10/2006,21,14,17,16,9,7,10,13
-37.8303,145.03336,28/10/2006,50,38,47,36,29,19,35,20
-37.8303,145.03336,29/10/2006,69,52,60,58,32,40,40,0
-37.8303,145.03336,30/10/2006,22,15,19,13,13,16,6,17
-37.8303,145.03336,31/10/2006,19,12,20,10,8,10,11,11
-37.83095,145.03278,1/10/2006,77,66,62,57,46,35,44,30
-37.83095,145.03278,2/10/2006,23,25,15,10,14,13,7,9
-37.83095,145.03278,3/10/2006,17,17,15,8,7,13,6,7
-37.83095,145.03278,4/10/2006,33,9,21,22,12,22,11,15
-37.83095,145.03278,5/10/2006,25,21,20,14,15,8,13,7
-37.83095,145.03278,6/10/2006,43,25,22,20,22,20,18,14
-37.83095,145.03278,7/10/2006,70,54,40,38,38,51,37,27
-37.83095,145.03278,8/10/2006,72,99,68,53,63,51,47,52
-37.83095,145.03278,9/10/2006,27,20,17,18,14,15,4,7
-37.83095,145.03278,10/10/2006,15,20,14,14,6,11,8,9
-37.83095,145.03278,11/10/2006,41,21,27,19,20,13,18,11
-37.83095,145.03278,12/10/2006,33,37,21,15,15,11,7,9
-37.83095,145.03278,13/10/2006,32,39,29,29,19,20,17,16
-37.83095,145.03278,14/10/2006,59,50,37,42,39,42,24,30
-37.83095,145.03278,15/10/2006,83,63,67,54,53,53,43,35
-37.83095,145.03278,16/10/2006,22,23,15,22,14,7,9,10
-37.83095,145.03278,17/10/2006,21,15,18,17,8,9,5,6
-37.83095,145.03278,18/10/2006,48,32,24,22,22,13,14,18
-37.83095,145.03278,19/10/2006,21,19,17,12,17,9,15,7
-37.83095,145.03278,20/10/2006,39,34,21,16,19,17,18,22
-37.83095,145.03278,21/10/2006,52,55,41,44,29,25,23,22
-37.83095,145.03278,22/10/2006,79,79,68,65,47,46,47,27
-37.83095,145.03278,23/10/2006,20,22,11,12,10,12,11,8
-37.83095,145.03278,24/10/2006,23,12,14,4,14,7,9,7
-37.83095,145.03278,25/10/2006,35,30,19,18,18,20,20,10
-37.83095,145.03278,26/10/2006,26,16,21,12,19,14,9,13
-37.83095,145.03278,27/10/2006,30,36,30,24,15,29,27,14
-37.83095,145.03278,28/10/2006,53,66,51,43,23,33,24,27
-37.83095,145.03278,29/10/2006,70,74,61,60,53,42,42,31
-37.83095,145.03278,30/10/2006,19,22,5,11,8,10,7,6
-37.83095,145.03278,31/10/2006,33,22,13,10,9,7,6,9
-37.83015,145.03208,1/10/2006,79,85,99,70,55,68,60,53
-37.83015,145.03208,2/10/2006,35,14,20,23,9,17,11,14
-37.83015,145.03208,3/10/2006,30,27,22,15,13,15,4,12
-37.83015,145.03208,4/10/2006,43,41,23,14,14,21,13,17
-37.83015,145.03208,5/10/2006,37,29,32,27,24,24,6,6
-37.83015,145.03208,6/10/2006,49,38,31,23,32,17,22,15
-37.83015,145.03208,7/10/2006,91,86,88,84,49,55,37,39
-37.83015,145.03208,8/10/2006,107,102,101,92,94,61,56,53
-37.83015,145.03208,9/10/2006,28,33,10,22,18,14,17,8
-37.83015,145.03208,10/10/2006,24,21,24,24,13,13,10,13
-37.83015,145.03208,11/10/2006,33,28,22,22,23,16,16,16
-37.83015,145.03208,12/10/2006,34,30,37,17,13,17,17,12
-37.83015,145.03208,13/10/2006,48,60,38,20,27,25,15,7
-37.83015,145.03208,14/10/2006,82,82,88,70,59,52,54,54
-37.83015,145.03208,15/10/2006,98,86,93,67,67,56,53,40
-37.83015,145.03208,16/10/2006,41,22,18,13,20,20,11,8
-37.83015,145.03208,17/10/2006,34,36,37,20,13,12,12,4
-37.83015,145.03208,18/10/2006,64,45,26,31,18,24,20,9
-37.83015,145.03208,19/10/2006,57,40,36,18,27,21,15,19
-37.83015,145.03208,20/10/2006,56,47,38,31,26,28,28,16
-37.83015,145.03208,21/10/2006,72,87,61,48,66,52,49,44
-37.83015,145.03208,22/10/2006,93,92,112,94,68,74,59,55
-37.83015,145.03208,23/10/2006,43,34,18,13,16,16,13,10
-37.83015,145.03208,24/10/2006,23,24,19,17,10,9,5,4
-37.83015,145.03208,25/10/2006,41,32,28,20,17,17,13,8
-37.83015,145.03208,26/10/2006,48,29,34,22,22,23,14,11
-37.83015,145.03208,27/10/2006,47,48,48,31,31,28,21,17
-37.83015,145.03208,28/10/2006,100,95,85,60,50,50,35,34
-37.83015,145.03208,29/10/2006,106,97,101,84,71,72,68,0
-37.83015,145.03208,30/10/2006,34,36,28,29,31,18,13,17
-37.83015,145.03208,31/10/2006,30,26,26,23,13,21,7,12
-37.83186,145.04668,2/10/2006,15,17,13,6,12,6,8,5
-37.83186,145.04668,3/10/2006,18,8,12,11,10,4,3,1
-37.83186,145.04668,4/10/2006,15,16,10,6,3,3,5,8
-37.83186,145.04668,5/10/2006,12,17,18,8,12,8,7,7
-37.83186,145.04668,6/10/2006,24,10,18,11,10,13,4,8
-37.83186,145.04668,7/10/2006,49,24,28,28,24,18,18,29
-37.83186,145.04668,8/10/2006,49,48,34,45,25,27,30,19
-37.83186,145.04668,9/10/2006,14,9,10,9,9,6,4,4
-37.83186,145.04668,10/10/2006,12,14,7,4,6,6,4,1
-37.83186,145.04668,11/10/2006,15,17,11,11,7,6,5,5
-37.83186,145.04668,12/10/2006,22,10,11,10,13,3,5,12
-37.83186,145.04668,13/10/2006,25,19,15,16,9,7,5,13
-37.83186,145.04668,14/10/2006,50,35,34,28,23,22,21,19
-37.83186,145.04668,15/10/2006,58,49,35,42,29,16,24,25
-37.83186,145.04668,16/10/2006,10,12,17,10,8,10,4,8
-37.83186,145.04668,17/10/2006,21,15,5,9,13,9,4,6
-37.83186,145.04668,18/10/2006,29,18,11,9,7,10,12,8
-37.83186,145.04668,19/10/2006,11,18,11,12,8,10,3,10
-37.83186,145.04668,20/10/2006,24,16,21,13,14,9,5,11
-37.83186,145.04668,21/10/2006,41,42,33,21,24,23,15,23
