loss,mape,val_loss,val_mape
0.17402736842632294,123.05204010009766,0.1531885713338852,114.89495849609375
0.16071026027202606,116.67008209228516,0.15371599793434143,115.1238021850586
0.15908898413181305,115.49443054199219,0.15511111915111542,119.62870788574219
0.15791276097297668,114.58077239990234,0.152506023645401,114.48316192626953
0.15691827237606049,113.9922866821289,0.15164709091186523,119.03707885742188
0.15641143918037415,113.77468872070312,0.1524559110403061,115.71224975585938
0.15600396692752838,113.60565948486328,0.1529560685157776,111.9590072631836
0.15554870665073395,113.32836151123047,0.1516253650188446,113.8564682006836
0.15513131022453308,113.61195373535156,0.15087513625621796,109.62250518798828
0.15489792823791504,113.140869140625,0.15087473392486572,110.98515319824219
0.15449216961860657,113.16564178466797,0.15058648586273193,109.54750061035156
0.15434454381465912,113.30207824707031,0.15024089813232422,114.42985534667969
0.15391021966934204,112.74462127685547,0.1494029313325882,112.13761138916016
0.15371179580688477,111.93295288085938,0.1508030891418457,116.11107635498047
0.15356026589870453,112.0523452758789,0.15015003085136414,112.33405303955078
0.15333117544651031,112.11759948730469,0.14899282157421112,112.17367553710938
0.15312042832374573,111.8664321899414,0.15019604563713074,108.49687194824219
0.1528061032295227,111.9545669555664,0.1483875960111618,111.0404052734375
0.15265193581581116,111.09843444824219,0.15269458293914795,118.27938842773438
0.1526612937450409,112.33647918701172,0.15009304881095886,108.02130126953125
0.15224546194076538,111.07644653320312,0.1498607099056244,107.44536590576172
0.15211381018161774,110.88094329833984,0.14779908955097198,112.1490249633789
0.1520557403564453,111.8010025024414,0.14848773181438446,115.22737884521484
0.15179161727428436,111.53675079345703,0.1494017094373703,112.3599624633789
0.15166334807872772,110.91685485839844,0.15017478168010712,109.5794448852539
0.1514359414577484,110.97006225585938,0.1483631730079651,109.46965026855469
0.15130005776882172,110.5793228149414,0.15116162598133087,119.34716796875
0.15113845467567444,110.67819213867188,0.1501230150461197,117.38603210449219
0.15100184082984924,110.33673858642578,0.1486913561820984,111.0113754272461
0.15089234709739685,110.20669555664062,0.147679403424263,112.55668640136719
0.15067170560359955,110.91297149658203,0.14750854671001434,110.20849609375
0.15069648623466492,110.47692108154297,0.1482207328081131,108.73413848876953
0.1504698097705841,110.24251556396484,0.14750273525714874,110.89117431640625
0.15034987032413483,110.15814971923828,0.14712202548980713,113.75042724609375
0.15032806992530823,110.58961486816406,0.14828883111476898,112.31890869140625
0.15005572140216827,110.07501220703125,0.1474698781967163,114.07463836669922
0.14987169206142426,109.99435424804688,0.14687663316726685,114.04386138916016
0.14957056939601898,110.06368255615234,0.14661338925361633,112.3170166015625
0.14957281947135925,110.32415008544922,0.14817842841148376,108.99430847167969
0.1496228575706482,110.0411148071289,0.14875119924545288,109.84938049316406
0.1491495966911316,109.77960968017578,0.14887233078479767,114.44052124023438
0.1491461545228958,110.01236724853516,0.14757001399993896,110.1918716430664
0.14901261031627655,109.1590805053711,0.14677637815475464,110.03846740722656
0.14876128733158112,109.78632354736328,0.146208718419075,113.41682434082031
0.14872129261493683,109.36058807373047,0.14658769965171814,110.44312286376953
0.14869381487369537,108.7083511352539,0.1480715274810791,114.11680603027344
0.14851129055023193,109.50387573242188,0.1468137800693512,113.30724334716797
0.14850419759750366,110.04605865478516,0.14774714410305023,112.83182525634766
0.1483267992734909,109.39798736572266,0.14713071286678314,115.1640625
0.1482982635498047,108.73045349121094,0.14878277480602264,117.8100814819336
