loss,mape,val_loss,val_mape
0.2001090794801712,139.6642303466797,0.16113504767417908,131.22010803222656
0.16938786208629608,124.02881622314453,0.15763922035694122,121.77792358398438
0.16745686531066895,121.49153137207031,0.15910950303077698,123.08819580078125
0.16681912541389465,120.21399688720703,0.15583477914333344,119.12950897216797
0.16599971055984497,120.25363159179688,0.1559261530637741,118.58255004882812
0.16576945781707764,119.88016510009766,0.1557636559009552,119.2622299194336
0.16553586721420288,119.10301208496094,0.15530426800251007,117.7585220336914
0.1650807410478592,120.57732391357422,0.15583215653896332,116.86837005615234
0.16484025120735168,120.10226440429688,0.15506407618522644,119.19749450683594
0.1648990958929062,119.9664306640625,0.1549721360206604,119.8649673461914
0.16444282233715057,120.37186431884766,0.15815512835979462,125.55721282958984
0.16450120508670807,119.59519958496094,0.1554754376411438,119.15377044677734
0.16436699032783508,120.46450805664062,0.15535569190979004,118.19673919677734
0.16442842781543732,120.84516906738281,0.1548093855381012,117.94898986816406
0.1641499400138855,120.40003967285156,0.1543644666671753,119.37962341308594
0.16390688717365265,120.14613342285156,0.15495088696479797,117.74269104003906
0.1642157882452011,120.50362396240234,0.15740974247455597,123.13421630859375
0.16380149126052856,120.83447265625,0.1550012081861496,117.8125
0.16382922232151031,120.13663482666016,0.15397410094738007,120.15167999267578
0.1637708991765976,119.97529602050781,0.15540558099746704,119.81095886230469
0.16362681984901428,120.27629852294922,0.15391819179058075,119.69781494140625
0.1636662632226944,120.61581420898438,0.1547226905822754,118.193359375
0.1636020839214325,120.58177947998047,0.15381309390068054,122.38321685791016
0.16340437531471252,119.96600341796875,0.15502087771892548,119.76652526855469
0.1633354276418686,120.1727294921875,0.15364739298820496,119.2751235961914
0.16320200264453888,120.11211395263672,0.154032900929451,117.85648345947266
0.1630144715309143,119.19747924804688,0.15369658172130585,119.13619995117188
0.16303770244121552,120.00694274902344,0.1535203754901886,120.66519927978516
0.1628662645816803,120.37602996826172,0.15406793355941772,118.49287414550781
0.16289255023002625,119.91132354736328,0.15336228907108307,120.01568603515625
0.1627345234155655,119.89496612548828,0.15330198407173157,119.98221588134766
0.16271309554576874,119.99406433105469,0.15288947522640228,120.07904052734375
0.1627914011478424,120.34257507324219,0.15375488996505737,120.28289794921875
0.16249370574951172,119.61970520019531,0.15391632914543152,118.92955780029297
0.16246671974658966,119.31106567382812,0.1529696136713028,119.43363189697266
0.1625475138425827,119.82463836669922,0.15302430093288422,117.39218139648438
0.16242615878582,119.17947387695312,0.15252633392810822,120.8162612915039
0.16236793994903564,119.22527313232422,0.15395326912403107,119.29637145996094
0.16219675540924072,118.92841339111328,0.15251131355762482,121.54954528808594
0.1624433398246765,119.7589340209961,0.15230655670166016,119.3272933959961
0.16218966245651245,118.6796875,0.15225893259048462,119.24333953857422
0.16202780604362488,118.47187042236328,0.153647318482399,119.34996032714844
0.16212156414985657,118.39556121826172,0.15211369097232819,119.28489685058594
0.16193270683288574,117.67137908935547,0.1519564539194107,117.92119598388672
0.16189511120319366,118.03025817871094,0.1531614363193512,115.20416259765625
0.16196905076503754,118.68682098388672,0.15212082862854004,120.34294891357422
0.16176095604896545,118.02274322509766,0.1524132490158081,118.167724609375
0.16191859543323517,118.05381774902344,0.15188857913017273,117.3101806640625
0.16182643175125122,119.0813217163086,0.15233761072158813,116.57939147949219
0.16158655285835266,117.46781921386719,0.15183788537979126,117.02385711669922
